Cruise	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	St_ID	Pressure [dBar]	QV:SEADATANET	Temperature, ITS-90 [degrees C]	QV:SEADATANET	Salinity [per mille]	QV:SEADATANET	DOW [µM]	QV:SEADATANET	Oxygen Saturation [%]	QV:SEADATANET	Oxygen, SBE 43 [mg/l]	QV:SEADATANET	Total Chl-a [µg/l]	QV:SEADATANET	pH	QV:SEADATANET	NH4 [µM]	QV:SEADATANET	NO2-N [µM]	QV:SEADATANET	NO3-N+NO2-N [µM]	QV:SEADATANET	PO4 [µM]	QV:SEADATANET	TP [µM]	QV:SEADATANET	TPP [µM]	QV:SEADATANET	Si [µM]	QV:SEADATANET	POC [µM]	QV:SEADATANET	PON [µM]	QV:SEADATANET	TSS [mg/l]	QV:SEADATANET	SD [m]	QV:SEADATANET	TRIX (Chem)	QV:SEADATANET	TRIX	QV:SEADATANET	QV:SEADATANET:SAMPLE
ETS_2013_12_17	ETS_050	B	2013-12-17T08:41:00	34.26485	36.54957	50	85233	0	1	19.0237	5	39.3149	5	227.76028	1	99.31725	1	6.1861	5	0.06297	1		9	0.28	1	0.02	1	0.06	1	0.04	1	0.09004	1		9	0.86	1		9		9	20.53	1	15	1		9	1.04721	0	0
ETS_2013_12_17	ETS_020	B	2013-12-17T08:51:00	34.26010	36.56015	20	85232	0	1	18.8418	5	39.1155	5	230.86279	1	100.21397	1	6.0364	5	0.09136	1		9	0.16	1	0.17	1	3.16	1	0.02	1	0.09972	1		9	3.24	1		9		9	20.09	1	6	1		9	1.62364	0	0
								10	1	19.0445	1	39.3387	1	228.48436	1	99.68103	1	6.4134	1	0.07894	1		9	0.28	1	0.03	1	0.2	1	0.03	1	0.0944	1		9	1.1	1		9		9	20.77	1		9		9	0.99547	0	0
								20	1	18.9265	5	39.331	5	228.9409	1	99.65472	1		9	0.04518	1		9	0.4	2	0.05	1	0.2	1	0.04	1	0.09633	1		9	1.07	1		9		9	20.6	1		9		9	0.9103	0	0
ETS_2013_12_17	ETS_100	B	2013-12-19T07:28:00	34.29139	36.51596	100	85235	0	1	19.394	5	39.3614	5	226.38629	1	99.41831	1	6.3968	5	0.07497	1		9	0.31	1	0.02	1	0.06	1	0.02	1	0.07794	1		9	0.91	1		9		9	21.96	1	19	1		9	1.03069	0	0
								10	1	19.4041	1	39.3603	1	225.92656	1	99.22989	1	6.4008	1	0.07729	1		9	0.21	1	0.03	1	0.07	1	0.03	1	0.10311	1		9	0.9	1		9		9	19.38	1		9		9	1.14373	0	0
								25	1	19.406	1	39.3608	1	228.00749	1	100.14128	1	6.4038	1	0.12147	1		9	0.27	1	0.04	1	0.09	1	0.03	1	0.09488	1		9	0.8	1		9		9	19.99	1		9		9	0.75447	0	0
								50	1	19.4019	5	39.3608	5	231.49713	1	101.65558	1	6.4138	5	0.11263	1		9	0.16	1	0.05	1	0.1	1	0.03	1	0.11908	1		9	0.94	1		9		9	21	1		9		9	1.58229	0	0
								76	1		9		9	229.17902	1		9		9	0.09863	1		9	0.15	1	0.02	1	0.17	1	0.03	1	0.10359	1		9	1.1	1		9		9	20.26	1		9		9		9	0
								101	1		9		9	228.8107	1		9		9	0.14263	1		9	0.12	1	0.03	1	0.2	1	0.04	1	0.11279	1		9	1.15	1		9		9	22.6	1		9		9		9	0
ETS_2013_12_17	ETS_125	B	2013-12-19T07:45:00	34.30327	36.49785	125	85236	0	1	19.4363	5	39.3653	5	227.5975	1	100.02985	1	6.4229	5	0.06415	1		9	0.2	1	0.02	1	0.05	1	0.02	1	0.09778	1		9	0.91	1		9		9	21.65	1	21	1		9	-0.16029	0	0
ETS_2013_12_17	ETS_200	B	2013-12-19T10:54:00	34.34583	36.43559	200	85239	0	1	19.3764	5	39.374	5	228.94557	1	100.5174	1	6.4576	5	0.09591	1		9	0.18	1	0.02	1	0.07	1	0.02	1	0.07648	1		9	0.93	1		9		9	17.89	1	26	1		9	0.92877	0	0
								10	1	19.3724	1	39.3738	1	226.53996	1	99.44963	1	6.4567	1	0.09888	1		9	0.3	1	0.02	1	0.06	1	0.02	1	0.10166	1		9	0.96	1		9		9	3.63	1		9		9	1.19711	0	0
								25	1	19.3368	1	39.3672	1	227.06012	1	99.60284	1	6.4682	1	0.13038	1		9	0.23	1	0.02	1	0.05	1	0.03	1	0.10262	1		9	0.95	1		9		9	1.61	1		9		9	1.09161	0	0
								50	1	19.1308	1	39.3448	1	226.80937	1	99.09415	1	6.4598	1	0.1132	1		9	0.26	1	0.02	1	0.08	1	0.03	1	0.07261	1		9	0.73	1		9		9	3.24	1		9		9	1.28393	0	0
								76	1	19.0931	1	39.3419	1	226.74767	1	98.98601	1	6.4595	1	0.16253	1		9	0.24	1	0.04	1	0.07	1	0.03	1	0.07939	1		9	0.82	1		9		9	5.22	1		9		9	1.45452	0	0
								101	1	19.0569	1	39.3406	1	227.94553	1	99.43147	1	6.4486	1	0.09519	1		9	0.19	1	0.05	1	0.08	1	0.04	1	0.09682	1		9	0.97	1		9		9	3.48	1		9		9	1.07333	0	0
								151	1	18.135	1	39.1892	2	227.70073	1	97.53388	1	6.4149	1	0.0566	1		9	0.2	1	0.09	1	0.25	1	0.04	1	0.11618	1		9	0.93	1		9		9	27.5	1		9		9	1.66708	0	0
								202	1	17.6536	1	39.3093	2	233.97762	1	99.37305	1	6.6693	1	0.37733	2		9	0.28	1	0.04	1	0.32	1	0.05	1	0.19508	2		9	1.1	1		9		9	23.46	1		9		9	2.14971	0	0
ETS_2013_12_17	ETS_175	B	2013-12-19T11:22:00	34.32525	36.46280	175	85238	0	1	19.2749	5	39.3635	5	226.31134	1	99.17023	1	6.5172	5	0.07801	1		9	0.17	1	0.03	1	0.06	1	0.03	1	0.31901	2		9	1.04	2		9		9	7.84	1	24	1		9	1.51163	0	0
ETS_2013_12_17	ETS_150	B	2013-12-19T11:44:00	34.31545	36.48065	150	85237	0	1	19.387	5	39.3547	5	231.75166	1	101.75745	1	6.3479	5		9		9	0.19	1	0.03	1	0.05	1	0.02	1	0.1002	1		9	0.89	1		9		9		9	22	1		9		9	0
ETS_2014_01_31	ETS_200	B	2014-01-31T08:57:00	34.34708	36.43425	200	95973	0	1	17.8324	5	39.2871	5	233.24237	1	99.4658	1		9	0.06838	1		9	0.13	1	0.09	1	0.1	1	0.02	1	0.03227	1		9	0.85	1		9		9	5.93	1	22	1		9	0.47542	0	0
								10	1	17.7954	1	39.2832	1	233.81294	1	99.63338	1		9	0.06795	1		9	0.11	1	0.09	1	0.12	1	0.02	1	0.06282	1		9	0.93	1		9		9	25.5	1		9		9	0.57797	0	0
								25	1	17.7966	1	39.2837	1	234.81367	1	100.05599	1		9	0.05957	1		9	0.19	1	0.07	1	0.11	1	0.02	1	0.071	1		9	0.96	1		9		9	26.65	1		9		9	-0.00927	0	0
								50	1	17.7965	1	39.283	1	234.03177	1	99.71162	1		9	0.04654	1		9	0.13	1	0.1	1	0.14	1	0.02	1	0.05981	1		9	1.11	1		9		9	27.37	1		9		9	0.39438	0	0
								76	1	17.7976	1	39.2826	1	231.84972	1	98.77284	1		9	0.03766	1		9	0.14	1	0.11	1	0.13	1	0.03	1	0.0667	1		9	1.04	1		9		9	22.09	1		9		9	0.88132	0	0
								101	1	17.8003	1	39.2825	1	232.90471	1	99.21674	1		9	0.0827	1		9	0.15	1	0.1	1	0.14	1	0.03	1	0.06196	1		9	1	1		9		9	24.18	1		9		9	1.00272	0	0
								151	1	17.4441	1	39.2166	1	228.05066	1	96.44117	1		9	0.01859	1		9	0.16	1	0.08	1	0.14	1	0.02	1	0.06239	1		9	0.9	1		9		9	22.64	1		9		9	1.02509	0	0
								202	1	17.1111	1	39.2435	1	235.91698	1	99.13575	1		9	0.13328	1		9	0.16	1	0.05	1	0.37	1	0.03	1	0.08692	1		9	0.95	1		9		9	27.96	1		9		9	1.55178	0	0
ETS_2014_01_31	ETS_175	B	2014-01-31T10:16:00	34.32527	36.46383	175	95972	0	1	17.7855	5	39.2726	5	233.70076	1	99.56496	1		9	0.05878	1		9	0.08	1	0.09	1	0.16	1	0.02	1	0.06067	1		9	1.02	1		9		9	19.18	1	20	1		9	0.59026	0	0
ETS_2014_01_31	ETS_150	B	2014-01-31T10:38:00	34.31479	36.48092	150	95971	0	1	17.7621	5	39.2668	5	234.14345	1	99.70628	1		9	0.06609	1		9	0.1	1	0.11	1	0.22	1	0.02	1	0.04776	1		9	1.2	1		9		9	25.57	1	20	1		9	0.50802	0	0
ETS_2014_01_31	ETS_125	B	2014-01-31T11:09:00	34.30333	36.49805	125	95970	0	1	17.3093	5	39.0447	5	238.51814	1	100.57127	1		9	0.11678	1		9	0.12	1	0.13	1	0.98	1	0.02	1	0.07874	1		9	1.7	1		9		9	22.2	1	14	1		9	1.58263	0	0
ETS_2014_01_31	ETS_100	B	2014-01-31T11:33:00	34.28822	36.50880	100	95969	0	1	17.038	5	39.3781	5	238.57867	1	100.28286	1		9	0.09351	1		9	0.38	1	0.09	1	0.44	1	0.02	1	0.07659	1		9	0.88	1		9		9	26.17	1	14	1		9	1.13146	0	0
								10	1	17.038	5	39.3781	5	238.11548	1	100.0839	1		9	0.07389	1		9	0.16	1	0.1	1	0.47	1	0.02	1	0.071	1		9	1.05	1		9		9	22.46	1		9		9	0.48357	0	0
								25	1		9		9	231.51318	1		9		9	0.17313	1		9	0.14	1	0.1	1	0.45	1	0.02	1	0.08434	1		9	1.37	1		9		9	27.59	1		9		9		9	0
								50	1		9		9	236.2973	1		9		9	0.05907	1		9	0.15	1	0.06	1	0.21	1	0.02	1	0.071	1		9	1.27	1		9		9	22.21	1		9		9		9	0
								76	1		9		9	233.26485	1		9		9	0.074	1		9	0.25	1	0.08	1	0.15	1	0.02	1	0.05508	1		9	1.35	1		9		9	27	1		9		9		9	0
								101	1		9		9	233.12987	1		9		9	0.0479	1		9	0.2	1	0.11	1	0.24	1	0.03	1	0.08133	1		9	1.23	1		9		9	22.69	1		9		9		9	0
ETS_2014_01_31	ETS_075	B	2014-01-31T12:21:00	34.27438	36.53551	75	95968	0	1	17.3941	5	39.2174	5	236.57832	1	100.01768	1		9	0.09158	1		9	0.18	1	0.12	1	0.39	1	0.02	1	0.05293	1		9	1.69	1		9		9	26.09	1	13	1		9	-0.14493	0	0
ETS_2014_01_31	ETS_050	B	2014-01-31T12:36:00	34.26563	36.54937	50	95967	0	1	17.2804	5	38.9909	5	238.29897	1	100.39127	1		9	0.1625	1		9	0.54	1	0.09	1	0.53	1	0.02	1	0.05164	1		9	1.29	1		9		9	24.58	1	11	1		9	1.40248	0	0
ETS_2014_01_31	ETS_020	B	2014-01-31T12:46:00	34.26093	36.55925	20	95966	0	1	16.0708	5	38.4186	5	252.18359	1	103.44959	1		9	0.57316	1		9	1.84	1	0.21	1	3.61	1	0.08	1	0.18503	1		9	3.18	1		9		9	25.53	1	5	1		9	3.6975	0	0
								10	1	16.823	1	38.9847	1	245.4066	1	102.48261	1		9	0.36767	1		9	1.52	1	0.18	1	2.46	1	0.04	1	0.15448	1		9	2.41	1		9		9	23.89	1		9		9	3.23869	0	0
								20	1	16.7231	5	38.9491	5	239.58687	1	99.83579	1		9	0.31916	1		9	1.42	1	0.14	1	1.16	1	0.04	1	0.11532	1		9	1.44	1		9		9	26.38	1		9		9	1.94188	0	0
ETS_2014_02_27	ETS_020	B	2014-02-27T07:06:00	34.26047	36.55950	20	95982	0	1	16.8746	5	39.0856	5	252.28378	1	105.52729	1		9	0.35907	1		9	0.47	1	0.11	1	1.34	1	0.03	1	0.17642	1		9	1.03	1		9		9	20.11	1	7	1		9	3.28271	0	0
								10	1	17.0093	1	39.1787	1	248.59286	1	104.30472	1		9	0.59356	1		9	0.38	1	0.11	1	0.95	1	0.04	1	0.19076	1		9	0.58	1		9		9	20.45	1		9		9	3.29091	0	0
								20	1	17.0348	1	39.19	1	246.96114	1	103.67298	1		9	0.29897	1		9	0.18	1	0.08	1	0.47	1	0.04	1	0.19028	1		9	0.84	1		9		9	22.64	1		9		9	2.72524	0	0
ETS_2014_02_27	ETS_050	B	2014-02-27T07:35:00	34.26490	36.54913	50	95983	0	1	17.1327	5	39.2073	5	247.36176	1	104.05408	1		9	0.20868	1		9	0.3	1	0.08	1	1.23	1	0.03	1	0.19746	1		9	1.07	1		9		9	21.14	1	10	1		9	2.95405	0	0
ETS_2014_02_27	ETS_075	B	2014-02-27T07:51:00	34.27430	36.53510	75	95984	0	1	17.226	5	39.2303	5	247.26903	1	104.21368	1		9	0.1224	1		9	0.1	1	0.06	1	0.4	1	0.02	1	0.13722	1		9	0.84	1		9		9	19.14	1	20	1		9	2.23846	0	0
ETS_2014_02_27	ETS_100	B	2014-02-27T08:12:00	34.29212	36.51462	100	95985	0	1	16.7539	5	38.9764	5	200.90044	1	83.78547	1		9	0.07532	1		9	0.17	1	0.02	1	0.24	1	0.02	1	0.09275	1		9	1.11	1		9		9	18.72	1	21	1		9	2.33689	0	0
								10	1	17.1855	1	39.2643	1	194.63998	1	81.98316	1		9	0.08012	1		9	0.18	1	0.02	1	0.25	1	0.02	1	0.13148	1		9	1.02	1		9		9	21.14	1		9		9	2.5409	0	0
								25	1	17.1859	1	39.2742	1	183.28633	2	77.20124	2		9	0.09666	1		9	0.12	1	0.05	1	0.37	1	0.03	1	0.14343	1		9	1.17	1		9		9	22.27	1		9		9	2.77277	0	0
								50	1	17.0401	1	39.2941	1	227.446	1	95.53826	1		9	0.13583	1		9	0.1	1	0.13	1	0.33	1	0.04	1	0.20463	1		9	1.36	1		9		9	21.77	1		9		9	2.38687	0	0
								76	1	17.0344	1	39.2955	1	180.71257	2	75.89201	2		9	0.15931	1		9	0.16	1	0.14	1	0.39	1	0.04	1	0.18503	1		9	1.39	1		9		9	21.77	1		9		9	3.10777	0	0
								101	1	17.0298	5	39.2963	5	201.64365	1	84.66624	1		9	0.14435	1		9	0.14	1	0.15	1	0.4	1	0.04	1	0.10853	1		9	1.96	1		9		9	23.77	1		9		9	2.7086	0	0
ETS_2014_02_27	ETS_125	B	2014-02-27T09:02:00	34.30473	36.49743	125	95986	0	1	17.1064	5	38.5931	5	217.28038	1	91.01563	1		9	0.34722	1		9	0.16	1	0.07	1	0.6	1	0.02	1	0.16638	1		9	0.83	1		9		9	23.77	1	25	1		9	3.11112	0	0
ETS_2014_02_27	ETS_150	B	2014-02-27T09:25:00	34.31603	36.47993	150	95987	0	1	17.6135	5	39.2456	5	193.09813	1	81.98797	1		9	0.08037	1		9	0.13	1	0.02	1	0.06	1	0.03	1	0.13148	1		9	1.07	1		9		9	23.71	1	24	1		9	2.24633	0	0
ETS_2014_02_27	ETS_175	B	2014-02-27T09:48:00	34.32515	36.46173	175	95988	0	1	17.672	5	39.2497	5	234.0173	1	99.47378	1		9	0.04668	1		9	0.13	1	0.02	1	0.05	1	0.02	1	0.14678	1		9	0.96	1		9		9	25	1	26	1		9	0.79133	0	0
ETS_2014_02_27	ETS_200	B	2014-02-27T10:19:00	34.34720	36.43488	200	95989	0	1	17.6633	5	39.1757	5	210.60645	1	89.46797	1		9	0.03096	1		9	0.2	1	0.02	1	0.05	1	0.02	1	0.09849	1		9	1	1		9		9	23.77	1	29	1		9	1.7016	0	0
								10	1	17.5968	1	39.2458	1	222.0143	1	94.23203	1		9	0.04962	1		9	0.11	1	0.02	1	0.05	1	0.02	1	0.06407	1		9	1.02	1		9		9	21.71	1		9		9	1.33729	0	0
								25	1	17.5848	1	39.2463	1	202.26811	1	85.82632	1		9	0.0605	1		9	0.15	1	0.03	1	0.11	1	0.02	1	0.07793	1		9	1.03	1		9		9	24.22	1		9		9	1.98105	0	0
								50	1	17.4411	1	39.2408	1	212.05168	1	89.72179	1		9	0.06269	1		9	0.12	1	0.05	1	0.17	1	0.02	1	0.11953	1		9	1.02	1		9		9	22.64	1		9		9	2.0719	0	0
								76	1	17.3691	1	39.2372	1	210.77885	1	89.05029	1		9	0.06845	1		9	0.12	1	0.13	1	0.36	1	0.02	1	0.13626	1		9	1.04	1		9		9	24.97	1		9		9	2.35643	0	0
								101	1	17.28	1	39.2319	1	190.80402	2	80.46446	2		9	0.0338	1		9	0.12	1	0.16	1	0.46	1	0.02	1	0.10327	1		9	1.05	1		9		9	26.8	1		9		9	2.27875	0	0
								151	1	17.0161	1	39.2026	1	221.20129	1	92.78154	1		9	0.02202	1		9	0.18	1	0.12	1	0.89	1	0.03	1	0.06646	1		9	1.43	1		9		9	21.16	1		9		9	1.8255	0	0
								202	1	17.031	1	39.2579	1	219.04601	1	91.91444	1		9	0.02735	1		9	0.09	1	0.2	1	0.84	1	0.05	1	0.07554	1		9	1.47	1		9		9	25.56	1		9		9	1.94056	0	0
ETS_2014_03_14	ETS_200	B	2014-03-14T08:23:00	34.34825	36.43559	200	95997	0	1	17.7292	5	39.2267	5	236.9003	1	100.79359	1		9	0.07815	1		9	0.07	1	0.02	1	0.11	1	0.02	1	0.0851	1		9	1.05	1		9		9	22.61	1	20	1		9	0.92923	0	0
								10	1	17.6465	1	39.2242	1	236.98491	1	100.66718	1		9	0.05588	1		9	0.06	1	0.03	1	0.11	1	0.02	1	0.06693	1		9	1.1	1		9		9	26.4	1		9		9	0.63746	0	0
								25	1	17.6264	1	39.2251	1	237.34042	1	100.77419	1		9	0.10289	1		9	0.09	1	0.04	1	0.13	1	0.02	1	0.0851	1		9	1.07	1		9		9	22.7	1		9		9	1.09243	0	0
								50	1	17.6227	1	39.2248	1	236.38058	1	100.34882	1		9	0.0842	1		9	0.11	1	0.05	1	0.16	1	0.02	1	0.07363	1		9	1.28	1		9		9	22.51	1		9		9	0.75305	0	0
								76	1	17.6249	1	39.2244	1	235.84906	1	100.11603	1		9	0.07676	1		9	1.63	2	0.11	1	0.17	1	0.02	1	0.10805	1		9	1.18	1		9		9	25.37	1		9		9	1.14659	0	0
								101	1	17.6253	1	39.2246	1	237.69028	1	100.88779	1		9	0.08431	1		9	0.13	1	0.14	1	0.18	1	0.02	1	0.10184	1		9	1.09	1		9		9	25.33	1		9		9	1.25898	0	0
								151	1	17.5028	1	39.2231	1	230.55981	1	97.61414	1		9	0.02287	1		9	0.15	1	0.21	1	0.61	1	0.03	1	0.18646	2		9	1.3	1		9		9	26.24	1		9		9	1.68796	0	0
ETS_2014_03_14	ETS_175	B	2014-03-14T09:56:00	34.32500	36.46317	175	95996	0	1	17.6329	5	39.041	5	238.05446	1	100.98836	1		9	0.05123	1		9	0.17	1	0.09	1	0.35	1	0.02	1	0.07602	1		9	1.42	1		9		9	25.83	1	17	1		9	1.19891	0	0
ETS_2014_03_14	ETS_150	B	2014-03-14T10:19:00	34.31382	36.47992	150	95995	0	1	17.5425	5	39.0745	5	240.52354	1	101.88279	1		9	0.106	1		9	0.15	1	0.05	1	0.15	1	0.03	1	0.12813	1		9	1.12	1		9		9	20.78	1	17	1		9	1.68519	0	0
ETS_2014_03_14	ETS_125	B	2014-03-14T10:39:00	34.30343	36.49787	125	95994	0	1	17.4463	5	38.9221	5	240.73447	1	101.69367	1		9	0.08893	1		9	0.16	1	0.04	1	0.13	1	0.04	1	0.07745	1		9	1.3	1		9		9	25.02	1	17	1		9	1.38886	0	0
ETS_2014_03_14	ETS_100	B	2014-03-14T10:58:00	34.29132	36.51425	100	95993	0	1	17.5056	5	39.1632	5	241.80571	1	102.40946	1		9	0.07464	1		9	0.48	2	0.03	1	0.16	1	0.02	1	0.07267	1		9	0.86	1		9		9	23.4	1	17	1		9	1.71649	0	0
								10	1	17.3413	1	39.1807	1	242.13383	1	102.23727	1		9	0.08399	1		9	0.2	2	0.03	1	0.25	1	0.02	1	0.07745	1		9	1	1		9		9	22.88	1		9		9	1.62792	0	0
								25	1	17.3205	1	39.1865	1	242.83406	1	102.48966	1		9	0.14735	1		9	0.21	2	0.06	1	0.27	1	0.06	1	0.09801	1		9	1.12	1		9		9	22.14	1		9		9	1.97862	0	0
								50	1	17.3354	1	39.1951	1	240.97404	1	101.72776	1		9	0.11098	1		9	0.24	2	0.18	1	0.29	1	0.02	1	0.09705	1		9	1.15	1		9		9	23.44	1		9		9	1.77613	0	0
								76	1	17.3266	1	39.2248	1	234.98248	1	99.18874	1		9	0.08477	1		9	0.26	2	0.14	1	0.3	1	0.03	1	0.10279	1		9	1.3	1		9		9	22.16	1		9		9	1.44575	0	0
								101	1	17.1391	5	39.2282	5	231.07469	1	97.18518	1		9	0.0972	1		9	0.24	2	0.19	1	0.59	1	0.03	1	0.10423	1		9	1.36	1		9		9	22.17	1		9		9	2.09291	0	0
ETS_2014_03_14	ETS_075	B	2014-03-14T11:50:00	34.27387	36.53557	75	95992	0	1	17.1157	5	38.7958	5	254.49101	1	106.75234	1		9	0.59177	1		9	0.57	1	0.09	1	1.82	1	0.05	1	0.22471	1		9	1.02	1		9		9	23.2	1	8	1		9	3.72413	0	0
ETS_2014_03_14	ETS_050	B	2014-03-14T12:04:00	34.26457	36.54951	50	95991	0	1	16.9848	5	38.3321	5	254.11566	1	106.03165	1		9	0.76791	1		9	0.46	1	0.11	1	2.88	1	0.07	1	0.28591	1		9	2.03	1		9		9	22.73	1	8	1		9	3.98587	0	0
ETS_2014_03_14	ETS_020	B	2014-03-14T12:14:00	34.25998	36.55895	20	95990	0	1	17.2088	5	38.3689	5	256.12756	1	107.35133	1		9	0.74571	1		9	0.39	1	0.24	1	3.53	1	0.05	1	0.20463	1		9	3.25	1		9		9	23.08	1	7	1		9	3.98377	0	0
								10	1	17.0566	1	38.8668	1	247.79971	1	103.86906	1		9	0.90431	1		9	0.35	1	0.18	1	1.33	1	0.03	1	0.26152	1		9	1.1	1		9		9	25.51	1		9		9	3.60339	0	0
								20	1	17.2788	1	39.0762	1	244.39308	1	102.99982	1		9	0.36659	1		9	0.31	1	0.08	1	0.55	1	0.03	1	0.131	1		9	0.94	1		9		9	23.43	1		9		9	2.69198	0	0
ETS_2014_04_04	ETS_200	B	2014-04-04T07:33:00	34.34600	36.43535	200	96005	0	1	18.0989	5	39.1268	5	241.28572	1	103.31069	1		9	0.03981	1		9	0.06	1	0.02	1	0.05	1	0.02	1	0.07793	1		9	1.15	1		9		9	23.96	1	30	1		9	0.99195	0	0
								10	1	18.0325	1	39.2489	1	240.95876	1	103.11401	1		9	0.05334	1		9	0.06	1	0.02	1	0.07	1	0.02	1	0.0918	1		9	1.24	1		9		9	23.51	1		9		9	1.1954	0	0
								25	1	17.9893	1	39.2504	1	240.97404	1	103.03165	1		9	0.05911	1		9	0.07	1	0.02	1	0.07	1	0.03	1	0.0851	1		9	1.29	1		9		9	26.56	1		9		9	1.22226	0	0
								50	1	17.958	1	39.2481	1	241.21324	1	103.06119	1		9	0.04246	1		9	0.07	1	0.02	1	0.07	1	0.03	1	0.07793	1		9	1.38	1		9		9	25.75	1		9		9	1.07419	0	0
								76	1	17.912	1	39.2431	1	239.68213	1	102.30449	1		9	0.06419	1		9	0.07	1	0.03	1	0.09	1	0.03	1	0.08462	1		9	1.49	1		9		9	25.02	1		9		9	1.19915	0	0
								101	1	17.6817	1	39.2388	1	235.67151	1	100.14566	1		9	0.04314	1		9	0.06	1	0.1	1	0.34	1	0.04	1	0.10327	1		9	1.59	1		9		9	24.98	1		9		9	0.45965	0	0
								151	1	17.495	1	39.2236	1	236.80878	1	100.24537	1		9	0.01808	1		9	0.07	1	0.12	1	0.38	1	0.03	1	0.13387	1		9	1.81	1		9		9	25.79	1		9		9	0.47011	0	0
								202	1	17.3389	5	39.2201	5	234.50089	1	98.95277	1		9	0.02816	1		9	0.08	1	0.2	1	0.55	1	0.05	1	0.15777	1		9	2.14	1		9		9	26.15	1		9		9	1.33703	0	0
ETS_2014_04_04	ETS_175	B	2014-04-04T09:00:00	34.32625	36.46272	175	96004	0	1	18.2087	5	39.2563	5	239.04214	1	102.6397	1		9	0.02306	1		9	0.09	1	0.02	1	0.07	1	0.02	1	0.07984	1		9	1.94	1		9		9	27.88	1	30	1		9	0.85679	0	0
ETS_2014_04_04	ETS_150	B	2014-04-04T09:22:00	34.31568	36.48072	150	96003	0	1	18.1527	5	39.2569	5	239.8571	1	102.88252	1		9	0.02335	1		9	0.09	1	0.02	1	0.07	1	0.02	1	0.09466	1		9	1.95	1		9		9	23.75	1	30	1		9	0.95467	0	0
ETS_2014_04_04	ETS_125	B	2014-04-04T09:42:00	34.30352	36.49792	125	96002	0	1	18.098	5	39.2376	5	243.3382	1	104.25709	1		9	0.03788	1		9	0.1	1	0.02	1	0.08	1	0.02	1	0.07458	1		9	1.94	1		9		9	25.12	1	30	1		9	1.22728	0	0
ETS_2014_04_04	ETS_100	B	2014-04-04T10:04:00	34.29172	36.51628	100	96001	0	1	18.24	5	39.23	5	243.07326	1	104.41499	1		9	0.04983	1		9	0.09	1	0.02	1	0.09	1	0.02	1	0.08223	1		9	1.7	1		9		9	23.46	1	24	1		9	1.37509	0	0
								10	1	17.9464	1	39.2187	1	245.76126	1	104.98086	1		9	0.09841	1		9	0.1	1	0.02	1	0.08	1	0.02	1	0.07411	1		9	1.73	1		9		9	20.09	1		9		9	1.62735	0	0
								25	1	17.8845	1	39.2087	1	245.88774	1	104.9002	1		9	0.06161	1		9	0.1	1	0.02	1	0.1	1	0.03	1	0.08223	1		9	1.87	1		9		9	23.02	1		9		9	1.52774	0	0
								50	1	17.7041	1	39.2109	1	243.07326	1	103.33943	1		9	0.07998	1		9	0.11	1	0.03	1	0.1	1	0.03	1	0.07458	1		9	1.89	1		9		9	23.75	1		9		9	1.4657	0	0
								76	1	17.5766	1	39.2175	1	237.7914	1	100.8446	1		9	0.19583	1		9	0.11	1	0.12	1	0.24	1	0.03	1	0.07411	1		9	2.1	1		9		9	33.33	1		9		9	1.47481	0	0
								101	1	17.4601	5	39.2161	5	237.26508	1	100.38918	1		9	0.0416	1		9	0.13	1	0.14	1	0.26	1	0.04	1	0.10949	1		9	2.14	1		9		9	24.39	1		9		9	0.81416	0	0
ETS_2014_04_04	ETS_075	B	2014-04-04T10:51:00	34.27348	36.53620	75	96000	0	1	18.3359	5	39.1526	5	250.78371	1	107.86953	1		9	0.18985	1		9	0.14	1	0.02	1	0.11	1	0.03	1	0.11474	1		9	1.56	1		9		9	21.58	1	15	1		9	2.3078	0	0
ETS_2014_04_04	ETS_050	B	2014-04-04T11:07:00	34.26542	36.55010	50	95999	0	1	18.5755	5	39.112	5	251.86252	1	108.79018	1		9	0.18956	1		9	0.12	1	0.02	1	0.24	1	0.04	1	0.12622	1		9	1.76	1		9		9	21.57	1	12	1		9	2.51375	0	0
ETS_2014_04_04	ETS_020	B	2014-04-04T11:16:00	34.26010	36.56010	20	95998	0	1	18.5624	5	39.1013	5	252.41812	1	108.99672	1		9	0.23521	1		9	0.13	1	0.05	1	0.51	1	0.07	1	0.19411	1		9	1.98	1		9		9	19.73	1	9	1		9	2.96424	0	0
								10	1	18.0673	1	39.0645	1	251.56157	1	107.60205	1		9	0.27806	1		9	0.14	1	0.03	1	0.3	1	0.03	1	0.1659	1		9	1.78	1		9		9	25.52	1		9		9	2.77142	0	0
								20	1	17.9858	5	39.1362	5	252.49535	1	107.87888	1		9	0.20374	1		9	0.12	1	0.03	1	0.25	1	0.04	1	0.12144	1		9	1.87	1		9		9	30.79	1		9		9	2.49619	0	0
DIPTAR April-2014	DT1-T16	B	2014-04-28T06:36:00	34.65642	36.78912	7	96733	0	1	20.8979	5	38.7413	5	246.29913	1	110.73878	1		9	0.62684	1	8.21	1	0.27	1	0.16	1	1.53	1	0.08	1	0.2953	1		9	1.57	1	18.31561	1	3.04163	1	13	1	4	1		9	3.90915	0	0
